NTACode,NTAName,population_2022,DisplacementRiskIndex,Liquor_Licenses_2010,Liquor_Licenses_2011,Liquor_Licenses_2012,Liquor_Licenses_2013,Liquor_Licenses_2014,Liquor_Licenses_2015,Liquor_Licenses_2016,Liquor_Licenses_2017,Liquor_Licenses_2018,Liquor_Licenses_2019,Liquor_Licenses_2020,Liquor_Licenses_2021,Liquor_Licenses_2022,Liquor_Licenses_2023,Liquor_Licenses_2024,Liquor_Licenses_2025,Liquor_Licenses_2026,Evictions_2017,Evictions_2018,Evictions_2019,Evictions_2020,Evictions_2021,Evictions_2022,Evictions_2023,Evictions_2024,Evictions_2025,Evictions_2026,DOB_A1_2010,DOB_A1_2011,DOB_A1_2012,DOB_A1_2013,DOB_A1_2014,DOB_A1_2015,DOB_A1_2016,DOB_A1_2017,DOB_A1_2018,DOB_A1_2019,DOB_A1_2020,DOB_A1_2021,DOB_A1_2022,DOB_A1_2023,DOB_A1_2024,DOB_A1_2025,DOB_A1_2026,DOB_NB_2010,DOB_NB_2011,DOB_NB_2012,DOB_NB_2013,DOB_NB_2014,DOB_NB_2015,DOB_NB_2016,DOB_NB_2017,DOB_NB_2018,DOB_NB_2019,DOB_NB_2020,DOB_NB_2021,DOB_NB_2022,DOB_NB_2023,DOB_NB_2024,DOB_NB_2025,DOB_NB_2026,HPD_ClassA_2010,HPD_ClassA_2011,HPD_ClassA_2012,HPD_ClassA_2013,HPD_ClassA_2014,HPD_ClassA_2015,HPD_ClassA_2016,HPD_ClassA_2017,HPD_ClassA_2018,HPD_ClassA_2019,HPD_ClassA_2020,HPD_ClassA_2021,HPD_ClassA_2022,HPD_ClassA_2023,HPD_ClassA_2024,HPD_ClassA_2025,HPD_ClassA_2026,HPD_ClassB_2010,HPD_ClassB_2011,HPD_ClassB_2012,HPD_ClassB_2013,HPD_ClassB_2014,HPD_ClassB_2015,HPD_ClassB_2016,HPD_ClassB_2017,HPD_ClassB_2018,HPD_ClassB_2019,HPD_ClassB_2020,HPD_ClassB_2021,HPD_ClassB_2022,HPD_ClassB_2023,HPD_ClassB_2024,HPD_ClassB_2025,HPD_ClassB_2026,HPD_ClassC_2010,HPD_ClassC_2011,HPD_ClassC_2012,HPD_ClassC_2013,HPD_ClassC_2014,HPD_ClassC_2015,HPD_ClassC_2016,HPD_ClassC_2017,HPD_ClassC_2018,HPD_ClassC_2019,HPD_ClassC_2020,HPD_ClassC_2021,HPD_ClassC_2022,HPD_ClassC_2023,HPD_ClassC_2024,HPD_ClassC_2025,HPD_ClassC_2026,HPD_ClassI_2010,HPD_ClassI_2011,HPD_ClassI_2012,HPD_ClassI_2013,HPD_ClassI_2014,HPD_ClassI_2015,HPD_ClassI_2016,HPD_ClassI_2017,HPD_ClassI_2018,HPD_ClassI_2019,HPD_ClassI_2020,HPD_ClassI_2021,HPD_ClassI_2022,HPD_ClassI_2023,HPD_ClassI_2024,HPD_ClassI_2025,HPD_ClassI_2026,HPD_RentImpairing_2010,HPD_RentImpairing_2011,HPD_RentImpairing_2012,HPD_RentImpairing_2013,HPD_RentImpairing_2014,HPD_RentImpairing_2015,HPD_RentImpairing_2016,HPD_RentImpairing_2017,HPD_RentImpairing_2018,HPD_RentImpairing_2019,HPD_RentImpairing_2020,HPD_RentImpairing_2021,HPD_RentImpairing_2022,HPD_RentImpairing_2023,HPD_RentImpairing_2024,HPD_RentImpairing_2025,HPD_RentImpairing_2026
BK1201,Sunset Park (East)-Borough Park (West),35632,High,0.0,0.0,0.2245,0.2526,0.2245,0.3368,0.3368,0.2526,0.1965,0.3087,0.2245,0.3087,0.1123,0.3368,0.7016,0.8981,0.1684,0.6736,0.7577,0.6174,0.1123,0.0,0.2526,0.5613,0.7858,0.5332,0.2806,2.6661,2.3855,2.4978,3.7045,3.5361,3.5642,3.1713,4.9674,5.4165,3.7045,1.8803,1.5436,0.8419,0.6174,0.5613,0.421,0.0561,0.6736,0.449,0.3648,0.421,2.0768,2.2452,2.1329,1.5997,2.3013,1.7681,0.8139,0.9823,0.9823,0.6455,0.2526,0.0561,0.0842,3.3116,3.2274,4.3781,5.8374,6.09,7.8862,7.4091,11.2259,13.471,16.7546,13.5833,37.5786,33.1163,31.9095,32.5269,31.2921,2.6381,7.7458,8.0826,11.7872,13.5272,19.0559,19.3927,17.0072,23.2937,26.2405,29.3837,20.852,26.1843,22.8727,24.5566,39.936,33.6776,6.6233,2.0207,3.031,4.9113,6.3987,7.5494,5.9216,6.4829,8.7562,7.9142,18.6349,14.1727,16.474,15.5198,15.9688,23.1253,21.273,5.22,0.0,0.1123,0.0281,0.3368,0.0,25.174,12.1239,11.4784,13.2746,11.4784,0.1123,12.3485,26.493,16.2775,11.0013,12.6291,0.0561,1.0384,1.1787,2.0207,2.3855,2.7503,2.5258,3.0871,3.5361,3.4239,6.4549,4.2939,3.9571,3.5081,4.2939,5.3604,5.4165,1.0384
BK0702,Sunset Park (West),54473,High,0.0,0.0,0.1652,0.5874,0.2754,0.514,0.2203,0.5507,0.5324,0.4773,0.2754,0.4039,0.4589,0.6609,1.4686,1.744,0.5691,1.0831,0.8261,0.716,0.2203,0.0184,0.2387,0.6609,0.7343,0.8261,0.1101,1.2483,0.8995,1.2483,1.3401,1.5788,1.6155,1.744,2.0561,1.6522,1.3585,0.8445,0.9546,0.6425,0.5874,0.2937,0.0734,0.0,0.6425,0.9913,0.7343,0.6425,0.6976,1.542,1.542,1.9459,1.6706,1.5604,1.3768,0.973,1.1749,0.5324,0.6058,0.6425,0.0734,3.488,3.0657,7.4165,9.1421,8.4262,14.8147,14.2272,13.5664,17.036,20.579,18.1191,43.3426,38.4227,36.5869,32.4932,30.0883,2.6619,11.8774,11.1799,21.3867,28.2525,26.9308,30.9878,37.2111,27.2245,32.6217,34.2555,31.2632,32.2362,24.2505,31.3366,35.3937,28.4545,5.6175,2.6802,3.6532,6.2967,11.8591,10.1885,12.5016,15.8244,11.4369,12.777,20.7259,24.6544,22.9471,17.8804,25.2969,24.838,23.1674,5.8194,0.0551,0.0734,0.1652,0.1836,0.0918,27.6834,11.7489,11.6204,15.5123,13.7866,0.2754,13.9519,27.1694,17.3664,11.5103,12.8871,0.0367,1.3768,1.542,1.8174,3.231,2.9372,3.8184,4.7914,3.5981,5.5624,5.3605,6.6639,7.288,3.9836,5.8194,5.6358,6.1131,1.8174
BX1002,Throgs Neck-Schuylerville,48116,Low,0.0,0.0,0.1247,0.1455,0.2286,0.187,0.2078,0.1663,0.0831,0.1663,0.2078,0.1455,0.187,0.2702,0.5404,1.1846,0.291,1.2678,0.8521,1.1639,0.2286,0.0,0.2494,0.7066,0.8313,1.0807,0.1455,0.7482,0.6651,1.3093,1.0392,0.7482,0.769,1.0599,1.1015,0.7066,1.3301,0.6651,0.7274,0.1663,0.1455,0.3117,0.1455,0.0416,1.5172,0.5404,0.4988,0.956,0.5196,1.0599,1.7458,1.4548,1.4964,0.5611,0.5819,0.7898,0.2078,0.0416,0.2494,0.1455,0.0208,1.3717,0.8521,1.1639,1.725,1.5587,2.016,2.5148,2.7018,5.9024,3.1175,1.5795,16.5018,14.4235,14.5482,17.1876,13.5298,1.2262,5.6738,4.2813,4.4476,5.7569,6.2973,4.7593,7.7105,5.9855,7.8976,8.2717,2.8265,9.0407,10.8696,10.641,18.5593,10.9111,3.5539,0.5611,0.8105,1.9744,2.203,1.8705,1.4964,3.2214,3.0136,3.1175,5.0087,2.4524,5.3828,5.8193,7.7313,10.2876,8.1262,2.7849,0.0623,0.0831,0.0623,0.0623,0.0416,14.0286,7.6066,5.8193,8.8952,9.29,0.2078,8.5626,20.5545,9.9343,9.5602,10.2669,0.1455,0.1455,0.291,0.3949,0.6651,0.7274,0.5611,1.1223,0.9976,1.5379,1.6626,0.6235,1.6834,1.2054,1.4756,2.1822,1.8081,0.7066
SI0203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,32822,Lowest,0.0,0.0,0.0609,0.0914,0.0,0.1219,0.1523,0.2437,0.0609,0.1523,0.0914,0.0609,0.1219,0.1219,0.2133,0.4875,0.1828,0.2437,0.3047,0.3961,0.0,0.0305,0.3047,0.4265,0.7312,0.7007,0.2437,3.1381,2.4069,2.7421,3.1077,1.9499,2.4983,3.8998,2.9249,2.2241,2.8335,2.1022,1.5538,0.8531,0.2742,0.3351,0.2133,0.0,2.5593,3.7475,3.0467,2.4374,5.4841,3.6866,3.2905,3.5342,2.1937,3.3209,2.6811,2.7421,1.889,0.4875,0.5179,0.4875,0.1523,0.0305,0.5789,0.2742,0.5484,0.8226,0.5179,0.5789,0.457,0.3351,1.9499,0.6703,1.5843,2.0108,2.2241,1.9499,2.7725,0.0,0.9445,2.1327,1.3406,2.346,2.4679,0.4875,1.6452,2.3155,0.7922,2.1937,1.4624,1.9194,3.2905,3.4733,2.9249,2.7725,0.1523,0.2437,0.2133,0.3656,0.5179,0.7922,0.3351,0.4875,0.457,0.2437,0.914,0.3351,0.457,0.975,1.0054,1.3406,1.4929,0.2742,0.0,0.0609,0.0305,0.0,0.0305,1.0359,0.914,0.8531,1.9499,1.7976,0.1219,1.6757,4.692,2.5288,2.4374,2.4069,0.0609,0.0914,0.0,0.0305,0.2437,0.1828,0.0305,0.1523,0.1219,0.0305,0.0609,0.0305,0.0,0.0914,0.1828,0.1219,0.1828,0.0305
SI0102,Tompkinsville-Stapleton-Clifton-Fox Hills,19027,High,0.0,0.0,0.3153,0.2628,0.4205,0.3679,0.473,0.3153,0.2102,0.4205,0.1577,0.3679,0.2102,0.5256,0.8409,1.2614,0.4205,3.2585,3.0483,3.0483,0.4205,0.473,1.3139,2.6804,2.6278,2.9957,0.946,0.1051,0.473,0.3153,0.2102,0.6307,0.0526,0.3153,0.2102,0.7884,0.5256,0.2102,0.6307,0.3153,0.2102,0.2628,0.0,0.0526,3.1534,1.7344,0.8409,1.5241,1.3665,1.7869,1.5241,2.3651,2.3125,1.9446,0.6307,0.8935,1.4716,0.7884,0.3153,0.0,0.0,3.3111,4.3622,6.4119,10.5114,7.9886,8.3565,12.8239,13.6122,11.4574,16.6605,7.5156,15.9773,20.7074,16.0299,16.7656,17.9219,3.4688,31.3765,27.9077,35.4233,41.6251,35.3708,27.4347,31.1662,37.4205,31.6392,28.8012,18.7103,27.75,30.7983,25.4901,36.1591,49.3509,13.9276,4.2571,4.9929,8.2514,16.7131,11.8779,11.8253,11.0895,16.5554,11.983,14.1904,11.7202,15.1364,17.9219,14.9262,19.3935,23.9134,7.6207,0.1051,0.473,0.3153,0.473,0.4205,6.1492,4.7301,5.3608,11.8253,11.51,0.8409,10.9318,23.2827,11.9304,11.0369,12.456,0.3153,0.6832,0.7884,1.3665,3.4688,1.0511,1.3139,2.5227,2.2599,2.2074,2.1023,1.8395,1.9972,2.9957,2.4702,2.8381,4.2046,1.0511
SI0305,Tottenville-Charleston,16089,Lowest,0.0,0.0622,0.3108,0.6837,0.2486,0.4972,0.5594,0.6215,0.4972,0.3729,0.3729,0.6837,0.4351,0.6837,1.8025,2.8591,0.808,0.2486,0.3729,0.6215,0.0622,0.0,0.3108,0.3108,1.2431,0.4972,0.1865,2.1132,2.5483,1.9889,2.1132,2.1754,2.5483,1.9268,1.9268,1.9268,3.1077,1.4295,0.6837,0.5594,0.3108,0.2486,0.1865,0.0,8.8259,6.5884,7.0234,6.2776,6.5884,8.3908,6.2154,8.453,9.0745,7.9557,6.6505,5.3453,4.04,2.6105,1.8025,1.1809,0.0622,0.3108,0.6837,0.4351,0.0,1.0566,0.4972,0.4351,0.0,0.4351,0.1865,0.5594,0.3729,1.6782,0.5594,1.1188,1.1809,0.1865,3.3563,2.1754,3.3563,0.4351,3.0456,2.7969,0.7459,0.4972,1.2431,0.0622,1.5539,0.0622,1.4295,1.1188,1.4917,1.0566,0.808,0.2486,0.0,0.3729,0.0622,1.616,1.8646,0.3108,0.3729,0.1865,0.1243,1.4917,0.0622,2.2997,0.4351,0.8702,0.6837,0.4351,0.0,0.0,0.0622,0.0,0.0622,0.5594,0.4351,0.3108,2.0511,1.5539,0.1865,2.1754,5.4696,3.4806,3.7293,3.4185,0.0,0.0,0.0,0.0,0.0622,0.0622,0.1865,0.0,0.0,0.0,0.0622,0.1243,0.0,0.0,0.0,0.0622,0.1243,0.0
BX0602,Tremont,32150,Highest,0.0,0.0311,0.2488,0.2488,0.2488,0.4044,0.1244,0.2488,0.1244,0.0933,0.1244,0.2177,0.1555,0.3733,0.4044,0.9331,0.1866,6.2208,6.7185,4.9456,0.902,0.0311,0.6221,4.0435,4.5412,5.8476,1.4619,0.0311,0.0933,0.2177,0.0311,0.2488,0.5288,0.6221,0.1866,0.1555,0.311,0.591,0.4666,0.311,0.2488,0.1866,0.1244,0.0622,2.0529,1.6485,0.9642,1.3375,1.3686,1.804,1.493,2.3639,1.6796,1.9907,1.3997,1.804,1.4308,0.902,0.6843,0.3421,0.0,8.2115,12.8771,20.1244,22.986,27.465,36.0187,27.9005,42.1151,47.9938,43.888,34.2146,67.9316,69.2068,68.8958,83.9191,67.3717,16.0187,26.3453,45.1322,57.7294,75.0233,96.3608,90.3888,93.4681,113.9347,138.3515,100.4044,71.0731,124.4168,116.1742,153.9036,193.3126,179.0358,43.8258,7.1229,7.6516,13.6858,32.9082,38.0715,33.9658,35.8009,33.2193,34.0591,65.4743,52.1617,79.1291,96.7652,129.4246,157.0762,135.3033,40.4977,0.0933,0.1244,0.3421,0.4355,0.4666,16.4541,8.8025,7.2162,10.6065,8.8647,0.5599,9.8289,21.4308,9.6734,9.1135,8.647,0.311,2.7372,4.8212,6.563,12.1928,16.5785,11.6952,13.3437,11.944,13.9969,15.521,9.3313,16.2364,19.3779,26.9051,31.353,31.3219,10.7621
MN0102,Tribeca-Civic Center,25390,Lowest,0.0,0.0,0.1575,1.2603,0.6302,0.7483,0.7877,0.7089,0.9846,1.0634,0.5514,0.512,0.5514,1.024,2.4419,4.3718,2.1662,0.512,0.3151,0.2363,0.0788,0.0,0.1182,0.512,0.3545,0.2757,0.0394,3.3478,3.9779,3.3084,4.3324,4.2536,4.0567,4.8838,4.3324,4.1749,4.0173,2.4419,2.5207,2.0087,1.6936,1.6936,1.1422,0.1575,1.221,0.7089,0.9453,1.6148,1.4179,1.3391,1.1816,1.9693,1.1422,1.1422,0.4726,0.1575,0.1182,0.0788,0.0788,0.0788,0.0788,0.1575,0.7877,0.4726,1.1028,0.9846,0.9059,2.4813,3.1902,5.7109,3.5053,3.3872,10.7917,14.0213,7.6802,9.6495,4.805,1.024,0.7483,1.8905,4.0567,4.0567,2.2844,0.9846,1.9693,2.245,5.0807,2.0874,1.536,3.7022,4.9626,2.9539,8.9405,3.9779,3.1508,0.0788,0.4726,0.6696,0.3545,1.221,0.4332,1.3785,1.1422,2.1268,3.9779,1.5754,1.3785,3.8992,2.5207,4.6869,3.3478,0.8271,0.0,0.0,0.0,0.0,0.0394,9.0981,5.3171,3.3478,5.1201,3.781,0.0394,3.2296,8.8618,3.9386,2.757,3.5841,0.0,0.1969,0.512,0.5514,0.512,0.9059,0.3545,0.7877,0.7089,1.1028,2.4813,0.3939,0.9453,1.9693,0.9453,2.2844,1.2603,0.6696
BX0701,University Heights (North)-Fordham,46538,Highest,0.0,0.0,0.1289,0.2579,0.1719,0.1289,0.086,0.1934,0.1289,0.1719,0.1289,0.1289,0.0645,0.2364,0.4083,0.4942,0.2149,6.6397,5.0281,2.9653,0.8595,0.0215,1.0529,3.524,3.4166,4.5124,1.0744,0.1289,0.3008,0.1504,0.0645,0.1074,0.1504,0.1719,0.1074,0.1504,0.1074,0.1504,0.1719,0.086,0.1074,0.086,0.0215,0.0215,0.1504,0.3223,0.3438,0.1504,0.1719,0.9884,0.795,0.4942,0.6017,0.6876,0.5372,1.0099,0.5157,0.5587,0.1289,0.1289,0.0,7.6067,12.3985,20.8432,29.5243,32.2102,38.4632,35.1326,33.9722,37.9475,46.0269,31.9524,47.9178,38.6566,41.3211,66.8486,51.8286,11.3671,24.9903,32.2962,50.303,92.3761,103.8506,89.7976,98.6291,90.2703,96.4158,92.548,60.4452,94.9332,85.4141,107.611,137.479,124.8657,26.2796,6.9191,7.886,16.3307,33.0912,40.7194,31.9954,34.9392,33.7144,35.8202,65.0221,50.1741,65.0221,69.4486,87.1546,106.9664,99.9398,25.0118,0.043,0.0,0.086,0.5157,1.0529,5.243,2.4711,1.9124,3.4381,2.3422,0.1719,3.0298,5.6728,2.8794,2.9868,2.3851,0.3223,2.8149,3.9323,6.5753,13.0431,12.6993,10.529,11.0018,10.4861,11.2596,12.4629,10.2067,12.7423,13.4084,18.6084,23.3573,22.3903,6.6827
BX0501,University Heights (South)-Morris Heights,54682,Highest,0.0,0.0,0.0183,0.1646,0.2012,0.1829,0.2377,0.1646,0.1829,0.1463,0.0732,0.128,0.1097,0.2926,0.4389,0.5121,0.2012,6.7298,5.7789,5.2851,1.0058,0.0,0.6035,3.6941,3.31,4.5902,1.2618,0.1829,0.128,0.1463,0.1829,0.1646,0.3475,0.3292,0.2926,0.3658,0.2195,0.1646,0.1829,0.128,0.0549,0.0366,0.0183,0.0,1.1521,0.384,0.2195,0.384,0.3658,0.2377,0.2926,0.2743,0.1829,0.4206,0.4938,0.6949,0.6218,0.3658,0.3658,0.2743,0.0914,8.8695,12.6733,17.2817,22.9509,24.7979,26.9559,30.7414,37.1603,32.9725,36.0082,24.487,39.4828,42.2991,39.7389,55.5942,49.5044,11.3566,27.5959,34.8561,45.0788,71.4678,75.5459,72.0164,102.6298,99.9049,91.0903,74.0646,49.541,70.6448,82.5866,107.3479,130.5914,132.9505,37.4529,5.1754,5.7423,12.2709,27.3948,28.2543,28.0348,31.8203,31.7106,26.8461,51.9184,37.4712,46.2309,59.9649,78.417,110.8043,101.1485,34.1429,0.0549,0.0549,0.128,0.2377,0.3109,6.1812,3.7489,2.9992,4.0233,3.0906,0.1829,3.2186,7.6442,3.9867,3.2369,3.8404,0.5852,2.2859,3.6758,6.4189,11.32,11.5577,11.5212,13.4231,12.1795,11.9235,10.5702,7.2236,10.0216,11.9052,16.7331,23.1155,22.6583,9.0341
MN0802,Upper East Side-Carnegie Hill,62410,Lowest,0.0,0.016,0.032,0.4326,0.2083,0.3685,0.2724,0.4486,0.3846,0.3525,0.1602,0.2083,0.2884,0.5448,1.1376,2.9482,0.5929,0.4647,0.5127,0.3525,0.0481,0.0481,0.1282,0.4807,0.3685,0.2724,0.0641,2.083,1.9869,2.4836,2.3874,2.4676,2.8681,2.772,3.3008,2.5637,2.8201,2.2432,2.3554,1.4581,1.1056,0.7371,0.5929,0.1442,0.2083,0.3044,0.3846,0.6089,0.673,0.6089,0.6569,0.4486,0.6089,0.6409,0.3685,0.4486,0.4967,0.1602,0.0961,0.032,0.0,1.2178,1.362,1.9548,1.9228,1.378,3.5251,3.6052,7.7872,8.5563,6.217,3.6533,14.1484,12.8185,11.0719,8.6044,7.4507,0.7691,3.9096,3.5091,5.0473,6.6015,4.9031,4.5506,4.9992,8.2198,8.7005,7.4828,4.3262,7.4668,5.9606,9.6779,6.5374,6.3291,1.6984,0.7531,0.5448,1.5222,1.9388,2.8521,2.4035,2.8842,3.8295,3.8135,5.2395,3.7013,4.6307,4.9511,8.0917,7.1303,5.0152,1.0575,0.0,0.0,0.1122,0.0481,0.016,10.383,9.1492,3.7334,5.2556,4.4224,0.0641,3.8616,10.6874,4.9992,3.8936,4.871,0.016,0.3365,0.3685,0.8332,0.9934,1.1697,1.5542,1.2338,1.5863,1.7786,1.7786,1.1857,2.1791,1.5062,2.2272,1.3459,1.6504,0.3525
MN0801,Upper East Side-Lenox Hill-Roosevelt Island,85527,Lowest,0.0,0.0,0.1052,0.2338,0.1988,0.3742,0.3742,0.3157,0.2806,0.3625,0.1403,0.2923,0.1988,0.4326,0.8535,1.4732,0.5378,0.9938,0.9471,0.7015,0.1403,0.0117,0.3508,0.8886,0.8886,0.8418,0.2222,0.4794,0.4326,0.4326,0.3391,0.4911,0.3625,0.7249,0.6314,0.456,0.3508,0.1169,0.3858,0.2222,0.1403,0.0818,0.0468,0.0,0.1403,0.1754,0.2105,0.3625,0.304,0.2923,0.2923,0.1754,0.1637,0.2222,0.1286,0.0935,0.1403,0.3274,0.1286,0.0,0.0,1.4849,1.1225,1.4732,1.5083,2.1163,4.5366,4.6652,7.7753,9.8448,6.9569,3.1335,11.5987,10.6867,8.6055,5.8812,5.0627,1.216,4.9107,4.3495,6.08,5.9046,7.9273,7.8572,10.1605,11.0491,12.4288,9.6928,4.8055,11.3414,9.2135,10.2541,9.915,7.5298,2.3618,0.5963,0.6898,1.1341,2.1748,2.5372,4.2326,2.7126,4.0806,5.4135,6.723,3.3089,6.8399,9.155,9.7513,8.8042,6.3138,2.8763,0.0117,0.0,0.0117,0.0234,0.0117,4.8406,3.5427,1.7889,2.5138,2.2917,0.0468,1.5083,4.291,1.5901,1.2745,2.0111,0.0117,0.6197,0.5261,0.6314,1.1809,1.6837,2.2683,1.8357,2.128,2.9815,2.3268,1.0757,2.4671,2.3384,3.1452,2.3969,2.0344,0.8185
MN0803,Upper East Side-Yorkville,84046,Lowest,0.0,0.0,0.119,0.3807,0.2856,0.3926,0.2023,0.3926,0.3332,0.2618,0.1666,0.2499,0.2023,0.345,0.702,1.2731,0.3688,0.9043,0.7496,0.7258,0.1785,0.0119,0.3213,0.8567,0.6425,0.6901,0.1785,0.2856,0.5235,0.345,0.6187,0.6068,0.6901,0.7615,0.6544,0.5116,0.464,0.3213,0.2261,0.1428,0.1666,0.0238,0.0238,0.0238,0.0952,0.0357,0.0,0.0,0.2499,0.2023,0.3332,0.464,0.6901,0.4045,0.4759,0.345,0.1785,0.0357,0.0238,0.0,0.0,1.9751,2.451,2.0941,2.8794,2.9389,5.1162,7.02,10.9345,11.5056,8.4716,4.8307,16.134,12.8501,9.4115,7.4364,5.9967,1.9275,5.3661,5.3185,7.1033,9.6138,10.8036,10.1849,10.2087,12.7192,12.4456,10.7084,6.6273,12.3266,8.1027,11.9101,11.2914,10.2444,3.3791,0.7615,1.0589,2.3678,2.7366,4.3072,4.3548,4.7117,5.3066,4.9616,6.1395,3.7836,7.8052,8.7095,12.5289,10.6251,8.8166,3.6409,0.0,0.0119,0.0476,0.1904,0.0119,5.8658,4.3072,1.9156,3.1054,2.9865,0.0119,1.987,6.08,2.4034,1.9156,2.5462,0.0119,0.7258,0.8329,1.4278,1.7966,2.2726,2.8675,2.3678,2.3321,2.8437,2.6771,1.166,2.3321,1.749,3.4505,2.2845,2.2488,1.2136
MN0702,Upper West Side (Central),101767,Lowest,0.0,0.0,0.0688,0.3734,0.1965,0.3046,0.2457,0.2555,0.2555,0.2948,0.1474,0.2751,0.2064,0.2555,0.7566,1.4052,0.3832,0.7665,0.8647,0.5699,0.0786,0.0,0.2457,0.452,0.678,0.5896,0.1965,1.2479,1.3855,1.4641,1.474,1.4445,1.5133,1.867,1.9554,1.7687,1.7196,1.4346,1.2971,0.9925,0.6584,0.3734,0.226,0.0197,0.1376,0.167,0.1179,0.0491,0.0491,0.2064,0.2653,0.2751,0.2653,0.3144,0.3931,0.1376,0.1867,0.0786,0.0,0.0,0.0,2.319,2.6924,2.0439,2.9086,3.793,7.6253,7.8709,15.4962,14.5135,11.5951,6.8686,19.7903,17.1274,14.8673,13.2656,10.2391,2.1913,5.2866,6.7212,7.3796,10.2686,10.4454,14.6904,15.4077,17.8545,22.355,18.9256,12.165,17.9921,15.5257,17.7857,20.7336,14.9852,5.0016,1.13,1.0809,1.5919,4.0878,5.0016,5.9843,5.0508,6.2594,7.4484,10.5928,8.1264,10.2194,12.1454,15.3488,17.5794,15.5748,5.8467,0.0,0.0,0.0491,0.059,0.0491,9.8853,7.2027,3.7242,5.3455,4.4907,0.0295,3.508,10.1113,4.5693,3.341,4.1762,0.0393,0.5699,0.8745,1.0318,2.1815,2.0144,3.3606,2.7219,3.0757,3.9502,3.4884,2.7121,3.6063,2.6433,3.6849,4.2352,4.8051,2.0537
MN0701,Upper West Side-Lincoln Square,70697,Lowest,0.0,0.0,0.0141,0.198,0.099,0.1556,0.1132,0.1697,0.1414,0.2546,0.1414,0.1697,0.1839,0.2688,0.6648,2.0793,0.5375,0.6365,0.5516,0.6648,0.099,0.0,0.1556,0.6224,0.6224,0.6931,0.2263,0.4385,0.8628,1.0184,0.9619,0.9477,0.7921,0.9477,0.7638,0.7921,0.7072,0.4951,0.6082,0.4668,0.198,0.1273,0.1414,0.0424,0.2263,0.1556,0.1414,0.3678,0.4102,0.4385,0.4668,0.5941,0.297,0.3961,0.2122,0.1414,0.099,0.0707,0.0707,0.0283,0.0,0.8487,0.778,0.7355,0.976,1.0184,3.2958,3.3099,5.8418,6.6057,4.3,2.9421,8.685,7.4685,6.4076,4.8517,4.7951,0.4668,1.853,1.6408,1.8954,2.6168,4.1303,5.8843,4.102,4.5122,8.2889,6.6905,2.8573,5.4741,5.4316,6.054,6.9876,4.7527,0.9194,0.2688,0.2688,0.4951,0.4668,1.9378,2.6027,1.3296,1.8954,3.5928,3.2958,1.7115,2.9704,5.4033,5.4175,8.105,4.3849,1.1174,0.0,0.0,0.0566,0.0283,0.0566,5.078,2.8148,1.5559,2.5885,1.9944,0.0141,1.6691,4.5688,2.2207,2.0793,1.8813,0.0141,0.1697,0.1556,0.2688,0.3819,0.6931,1.2589,0.7214,1.075,1.9096,0.9619,0.7638,0.8628,1.3013,1.4003,1.9237,0.976,0.3819
MN0703,Upper West Side-Manhattan Valley,51751,Low,0.0,0.0,0.0966,0.3092,0.1739,0.3092,0.1932,0.3478,0.2512,0.3671,0.1932,0.0966,0.1932,0.3478,0.7536,1.256,0.2512,1.1594,1.2174,0.6956,0.1159,0.058,0.2898,1.0628,1.0435,1.256,0.4444,0.2705,0.4638,0.5024,0.2512,0.3285,0.3092,0.8309,0.657,0.8502,1.0048,0.8116,0.5797,0.4251,0.2512,0.0773,0.0386,0.0,0.2319,0.2126,0.1546,0.1159,0.1159,0.1159,0.0386,0.0773,0.2319,0.1546,0.1353,0.1159,0.2512,0.0193,0.0,0.0,0.0,3.1497,2.7826,5.1207,5.3912,9.6037,11.6713,13.1592,24.328,18.3571,24.6759,10.9563,21.6807,19.9803,19.2074,14.7823,13.6036,3.5555,9.2752,9.6423,17.391,19.4586,32.6757,23.8256,27.5937,38.7625,34.724,49.5063,22.1252,39.1876,29.4101,42.0861,41.3132,35.6901,6.9757,1.6618,1.4686,6.2607,8.7341,10.9756,9.8549,10.3766,14.0674,11.2075,23.9995,12.7534,18.5117,20.7339,28.27,28.2893,26.4343,7.0917,0.0,0.0,0.0773,0.0193,0.0386,5.6231,3.6714,2.0289,3.2463,2.6859,0.058,1.913,5.2559,2.9371,1.913,2.6859,0.0193,1.1594,1.0628,1.8937,3.5748,5.1593,4.2318,5.5458,6.9371,5.8356,7.9226,3.2463,6.0095,5.4298,7.8066,6.3767,6.8984,2.8019
