NTACode,NTAName,population_2022,DisplacementRiskIndex,Liquor_Licenses_2010,Liquor_Licenses_2011,Liquor_Licenses_2012,Liquor_Licenses_2013,Liquor_Licenses_2014,Liquor_Licenses_2015,Liquor_Licenses_2016,Liquor_Licenses_2017,Liquor_Licenses_2018,Liquor_Licenses_2019,Liquor_Licenses_2020,Liquor_Licenses_2021,Liquor_Licenses_2022,Liquor_Licenses_2023,Liquor_Licenses_2024,Liquor_Licenses_2025,Liquor_Licenses_2026,Evictions_2017,Evictions_2018,Evictions_2019,Evictions_2020,Evictions_2021,Evictions_2022,Evictions_2023,Evictions_2024,Evictions_2025,Evictions_2026,DOB_A1_2010,DOB_A1_2011,DOB_A1_2012,DOB_A1_2013,DOB_A1_2014,DOB_A1_2015,DOB_A1_2016,DOB_A1_2017,DOB_A1_2018,DOB_A1_2019,DOB_A1_2020,DOB_A1_2021,DOB_A1_2022,DOB_A1_2023,DOB_A1_2024,DOB_A1_2025,DOB_A1_2026,DOB_NB_2010,DOB_NB_2011,DOB_NB_2012,DOB_NB_2013,DOB_NB_2014,DOB_NB_2015,DOB_NB_2016,DOB_NB_2017,DOB_NB_2018,DOB_NB_2019,DOB_NB_2020,DOB_NB_2021,DOB_NB_2022,DOB_NB_2023,DOB_NB_2024,DOB_NB_2025,DOB_NB_2026,HPD_ClassA_2010,HPD_ClassA_2011,HPD_ClassA_2012,HPD_ClassA_2013,HPD_ClassA_2014,HPD_ClassA_2015,HPD_ClassA_2016,HPD_ClassA_2017,HPD_ClassA_2018,HPD_ClassA_2019,HPD_ClassA_2020,HPD_ClassA_2021,HPD_ClassA_2022,HPD_ClassA_2023,HPD_ClassA_2024,HPD_ClassA_2025,HPD_ClassA_2026,HPD_ClassB_2010,HPD_ClassB_2011,HPD_ClassB_2012,HPD_ClassB_2013,HPD_ClassB_2014,HPD_ClassB_2015,HPD_ClassB_2016,HPD_ClassB_2017,HPD_ClassB_2018,HPD_ClassB_2019,HPD_ClassB_2020,HPD_ClassB_2021,HPD_ClassB_2022,HPD_ClassB_2023,HPD_ClassB_2024,HPD_ClassB_2025,HPD_ClassB_2026,HPD_ClassC_2010,HPD_ClassC_2011,HPD_ClassC_2012,HPD_ClassC_2013,HPD_ClassC_2014,HPD_ClassC_2015,HPD_ClassC_2016,HPD_ClassC_2017,HPD_ClassC_2018,HPD_ClassC_2019,HPD_ClassC_2020,HPD_ClassC_2021,HPD_ClassC_2022,HPD_ClassC_2023,HPD_ClassC_2024,HPD_ClassC_2025,HPD_ClassC_2026,HPD_ClassI_2010,HPD_ClassI_2011,HPD_ClassI_2012,HPD_ClassI_2013,HPD_ClassI_2014,HPD_ClassI_2015,HPD_ClassI_2016,HPD_ClassI_2017,HPD_ClassI_2018,HPD_ClassI_2019,HPD_ClassI_2020,HPD_ClassI_2021,HPD_ClassI_2022,HPD_ClassI_2023,HPD_ClassI_2024,HPD_ClassI_2025,HPD_ClassI_2026,HPD_RentImpairing_2010,HPD_RentImpairing_2011,HPD_RentImpairing_2012,HPD_RentImpairing_2013,HPD_RentImpairing_2014,HPD_RentImpairing_2015,HPD_RentImpairing_2016,HPD_RentImpairing_2017,HPD_RentImpairing_2018,HPD_RentImpairing_2019,HPD_RentImpairing_2020,HPD_RentImpairing_2021,HPD_RentImpairing_2022,HPD_RentImpairing_2023,HPD_RentImpairing_2024,HPD_RentImpairing_2025,HPD_RentImpairing_2026
BX0603,Belmont,35825,Highest,0.0,0.0,0.1954,0.5583,0.4466,0.642,0.4466,0.4187,0.3908,0.307,0.1675,0.2233,0.3629,0.5862,1.3398,1.5632,0.335,9.0161,7.7879,6.3364,1.1165,0.0,1.0886,5.164,4.4941,5.5548,1.6748,0.4466,0.2233,0.2512,0.1954,0.2791,0.1396,0.4745,0.3908,0.5583,0.2791,0.3908,0.642,0.2512,0.307,0.1117,0.0558,0.0,0.2791,0.5024,0.3908,0.2791,0.5862,0.8653,0.9491,0.9491,0.5304,0.8095,0.8932,1.5632,1.1724,0.6978,0.3629,0.1954,0.0,9.6022,11.7237,19.6232,27.6902,29.4766,40.8374,39.693,47.3412,54.0126,46.2805,29.9512,60.2094,58.7299,61.0468,80.6699,73.7753,18.6741,33.2449,36.5387,57.0551,79.6092,87.3133,98.06,125.6664,115.6455,126.141,98.5625,73.217,107.6064,121.4515,135.6874,208.7369,200.1117,61.4096,8.1786,8.1228,17.6692,34.6406,38.3252,36.8458,44.0754,40.7258,37.5436,63.1682,53.0635,75.0593,93.9567,111.4027,164.7732,149.2254,48.8486,0.0558,0.1117,0.0837,0.2791,0.3629,14.85,7.1179,6.0572,8.9323,7.3692,0.5304,7.0063,18.6183,8.7648,7.09,8.374,0.4745,2.9309,4.4941,7.9274,12.7285,13.6776,12.2261,15.3803,14.3475,13.3985,14.3754,9.686,15.8828,18.4787,23.8102,35.4501,37.432,13.7055
BK1101,Bensonhurst,104934,Intermediate,0.0,0.0095,0.1715,0.2192,0.2287,0.2097,0.1429,0.1906,0.1525,0.1334,0.0953,0.1144,0.0762,0.2859,0.486,0.5623,0.2097,0.8291,0.8196,0.6004,0.1048,0.0,0.2954,0.6766,0.6194,0.648,0.1715,0.6004,0.81,0.7814,0.7529,0.7052,0.6194,0.7147,0.8386,0.9816,0.9435,0.6385,0.5813,0.3431,0.1429,0.0858,0.0572,0.0095,0.4288,0.5908,0.486,0.6004,0.6766,0.8482,0.5337,0.8291,0.8482,0.6957,0.4574,0.5813,0.2859,0.1429,0.0572,0.0667,0.0191,2.7732,3.0114,3.6499,4.803,3.7929,6.242,5.7369,7.9383,11.7502,14.1803,9.749,34.1357,33.4591,31.1053,28.3893,24.9967,2.4492,8.0813,8.3005,10.8163,15.524,14.1041,15.4859,14.5615,15.8766,22.4617,25.6256,15.9434,20.5558,19.1454,21.7851,25.1587,24.0913,6.0419,1.601,1.5629,2.4301,5.6607,4.0025,4.8316,4.6124,5.4892,6.3945,12.5126,11.5882,12.8843,13.3512,16.7915,18.545,16.2292,4.5076,0.0191,0.0,0.0286,0.0191,0.0476,24.0437,10.5685,9.5012,12.6365,11.1594,0.1144,10.9593,22.9096,14.5044,11.817,10.0349,0.0381,0.81,0.7338,0.8672,1.8488,1.763,2.0108,1.9631,2.4396,3.4498,4.2122,3.0877,3.8786,3.0591,3.9549,4.6791,4.4695,1.4485
BK1202,Borough Park,93905,High,0.0,0.0,0.0639,0.1917,0.1065,0.1065,0.1384,0.1065,0.0532,0.0639,0.0852,0.1171,0.0745,0.181,0.2343,0.3834,0.1278,0.4473,0.4579,0.426,0.0958,0.0,0.1065,0.3408,0.1917,0.2556,0.0745,2.1724,2.4706,1.7038,2.3215,2.0766,2.3321,2.002,3.003,3.9508,2.7049,1.5335,1.2992,0.5112,0.4047,0.2769,0.181,0.0106,2.5984,2.0127,1.9807,2.4067,3.248,5.4097,4.856,3.1734,3.3438,2.5664,2.2257,1.7038,0.8945,0.5963,0.394,0.1171,0.0958,1.9062,2.8327,3.8763,4.5684,3.0989,5.2713,4.6856,6.0913,10.7023,9.6055,8.8494,30.8503,27.826,29.3062,27.8899,26.8569,1.821,6.4533,7.859,10.0527,11.4584,10.5852,12.7469,11.5862,10.106,17.0278,15.2601,12.8428,14.4188,13.1622,20.8722,19.7434,20.7124,4.1851,0.8839,1.7038,3.6739,5.069,3.8443,3.9189,3.9721,3.8017,5.3352,9.8291,9.3286,8.0826,8.0826,13.8225,12.8428,14.323,3.1841,0.0106,0.0319,0.0852,0.1171,0.0426,28.4862,13.4604,12.8215,15.9203,14.7915,0.1491,13.929,31.7768,18.721,14.9832,15.1749,0.1278,0.7135,0.7454,1.3205,1.5654,1.2672,1.4909,1.4376,1.6187,2.6942,2.4706,2.7688,2.7368,2.6836,4.8773,4.1744,5.037,0.9265
QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,24134,Lowest,0.0,0.0,0.0829,0.1243,0.2072,0.2072,0.2072,0.2072,0.2072,0.1657,0.0829,0.0414,0.0829,0.4972,0.7044,1.5745,0.6215,1.5745,1.1188,1.1602,0.1657,0.0,0.0829,0.7458,1.2016,1.0359,0.2072,4.7236,4.5579,3.8535,6.2153,7.7484,4.7236,4.6822,9.3229,6.8783,3.9778,2.569,2.0303,1.1188,0.7458,0.4558,0.1243,0.0829,4.1435,5.3037,5.0137,19.3089,45.9518,29.9992,28.9633,17.32,15.1239,7.4998,7.5827,6.1739,3.1076,1.1188,0.663,0.2486,0.0,0.5801,1.2431,0.8701,2.1961,2.0303,3.1905,2.1132,2.6933,5.6352,5.8838,4.0607,16.5327,18.3973,15.4554,17.32,12.8449,0.4558,2.6104,6.2153,3.6049,5.9667,7.4169,5.8424,6.3396,5.8838,8.8672,6.6297,6.2567,6.2982,7.5827,8.95,11.1461,5.9667,2.4032,0.1657,0.5801,5.3037,1.9889,1.8646,0.953,0.8287,1.2016,1.6574,2.7347,3.0248,3.6877,8.0385,10.0688,9.2815,8.1213,1.8646,0.0,0.0414,0.1657,0.0,0.0414,16.0355,11.3118,6.8368,10.4417,9.613,0.0414,8.7014,19.6818,10.9804,8.8672,7.8313,0.0414,0.3315,0.3729,0.7458,0.663,0.4558,0.6215,0.5801,0.7458,0.6215,0.953,0.7873,0.7044,2.4861,2.859,2.0303,2.1546,0.5801
BK1303,Brighton Beach,33568,Highest,0.0,0.0,0.0596,0.2085,0.2383,0.2085,0.2085,0.2085,0.149,0.0596,0.2085,0.0596,0.1787,0.2383,0.7448,0.8043,0.1787,1.3704,1.5491,1.7278,0.1192,0.0,0.6852,1.1618,1.3108,1.6087,0.4766,0.8639,0.566,0.4469,0.4469,0.3873,0.2085,0.566,0.4171,0.6256,0.2681,0.1787,0.2681,0.2085,0.149,0.1192,0.0596,0.0,1.7576,2.0853,1.4001,1.4895,1.0427,1.7874,1.847,1.6385,1.3704,1.3108,0.7745,0.6554,0.4766,0.5958,0.2383,0.149,0.0298,3.7834,3.7536,4.8856,6.7326,7.0305,10.7245,14.6866,17.6061,21.2107,16.9209,12.8098,32.4416,29.8201,30.6244,28.0029,25.2026,3.5748,16.9805,17.3082,22.8194,23.4449,30.535,29.7903,34.1992,40.336,44.0598,30.684,21.2107,29.7605,24.5472,38.3997,36.4335,33.0076,8.7583,2.1151,3.5153,13.0779,7.4476,8.4604,8.1625,9.1754,9.7116,13.0779,15.6101,17.2188,14.5674,17.8742,27.556,29.1349,23.2364,8.6392,0.0596,0.0596,0.1192,0.2383,0.0596,20.2574,8.9669,9.3839,12.0055,10.7543,0.1787,10.5458,21.9256,10.3372,10.2479,10.1585,0.2681,1.5491,2.2343,6.0176,3.5153,3.2173,3.9025,3.8429,5.0941,9.0265,5.0643,4.5877,4.3196,4.7069,6.8816,6.1964,5.0346,2.2641
BK0201,Brooklyn Heights,25092,Lowest,0.0,0.0,0.0399,0.1993,0.1594,0.1196,0.0399,0.2391,0.3587,0.3587,0.1594,0.2391,0.1993,0.3985,1.1557,1.3152,0.5181,0.279,0.3188,0.279,0.0797,0.0,0.3188,0.1594,0.3188,0.2391,0.1196,2.0325,2.8296,2.4709,1.5144,2.2716,2.7499,2.1521,2.9093,3.1484,3.4672,2.7897,2.4311,1.355,0.4782,0.5579,0.1594,0.1594,0.1196,0.2391,0.3587,0.5579,0.8369,1.355,1.1557,1.6738,0.8369,1.1956,1.3152,0.279,0.3985,0.1993,0.0,0.1196,0.0399,0.4384,0.7174,1.4347,2.6702,1.6738,4.0252,4.2245,6.1374,9.4054,7.5323,5.3802,27.2597,23.0352,20.0861,17.4956,14.1479,0.6775,1.7535,2.2716,3.6665,6.6157,5.8186,5.3802,5.0614,8.688,10.0032,5.1809,6.4164,12.8726,8.5286,6.9743,8.2895,6.2968,0.8369,0.4782,0.3188,1.4347,2.1521,1.9528,2.6303,3.2281,4.8621,3.9056,4.7824,3.1086,7.9308,6.7352,5.6193,7.5323,6.6555,2.3912,0.0,0.0,0.0,0.0399,0.0,18.5717,7.9707,8.0902,9.3257,9.0069,0.0,8.1301,21.9592,9.0069,7.891,7.3729,0.2391,0.1594,0.1993,0.6775,1.8333,0.7971,0.8768,1.4347,2.8694,2.4709,1.7535,1.1956,2.6702,2.0325,2.3513,2.2318,2.0325,0.3985
BK1602,Brownsville,60470,Highest,0.0,0.0,0.1984,0.1819,0.215,0.215,0.1654,0.1323,0.0661,0.1654,0.1323,0.1819,0.0992,0.2811,0.2811,0.463,0.2315,3.9193,3.5224,3.2578,0.5292,0.0331,1.0253,2.679,3.109,3.6216,0.893,0.0496,0.2646,0.2315,0.1488,0.0992,0.1819,0.2646,0.43,0.5127,0.2646,0.1819,0.1323,0.3142,0.1158,0.1158,0.0661,0.0,0.5953,0.9757,0.215,0.1158,0.2315,0.3142,0.3307,0.2811,1.0253,0.9592,1.8852,1.5545,1.2568,1.6206,1.0088,0.3142,0.0165,2.5633,4.7296,5.5399,7.2267,12.1383,8.1859,11.146,22.1267,20.5226,29.9983,16.686,33.6365,32.0159,31.2221,27.0051,26.9059,4.2997,13.5274,18.0255,23.0362,25.2191,42.6327,26.8232,34.8272,48.4538,55.7797,62.13,38.8788,50.8847,46.8497,44.6006,45.5929,47.3127,11.0468,3.9193,4.6635,8.1363,13.6927,15.3795,12.0225,13.6266,18.3562,17.2978,36.7951,27.0051,28.0139,30.4118,28.2619,31.404,36.8778,11.3941,0.0661,0.0827,0.2481,0.2977,0.2646,15.4622,7.2598,8.6489,9.4592,8.6985,0.3142,8.9135,19.1169,9.2112,8.5166,9.0954,0.1654,1.5876,1.9845,2.8113,5.0107,6.5156,4.3493,5.4903,7.4417,6.9291,8.897,7.0117,8.1197,7.7228,6.3503,6.6314,10.3026,3.3736
BK0402,Bushwick (East),62049,Highest,0.0,0.0,0.1773,0.4351,0.3707,0.3546,0.3223,0.1773,0.2579,0.1934,0.274,0.3062,0.2901,0.4835,0.838,1.0798,0.3546,2.2402,2.0145,1.6922,0.2417,0.0,0.8542,1.8373,1.9823,1.7083,0.3062,0.7575,0.5802,0.4513,0.4996,1.5149,1.4827,2.9976,3.5939,3.1104,3.5295,2.5947,2.4174,1.1281,0.4835,0.5318,0.4674,0.0967,1.3215,1.4182,1.7083,2.5141,4.6898,4.2225,3.0782,3.9001,4.1097,4.013,2.6431,2.4497,1.9501,0.9831,0.7897,0.7091,0.0483,10.3628,11.7649,12.7319,13.0542,12.1678,18.5821,16.1163,25.8183,28.2357,27.3977,24.3195,55.569,51.0403,45.4641,37.6154,38.0506,2.9332,43.7557,46.431,52.9904,54.5375,51.5238,48.639,50.7341,58.5022,65.4322,53.909,42.1119,46.9629,42.6598,43.3528,39.9362,46.8178,9.0574,11.8777,11.4909,19.2429,34.3599,24.7063,21.4508,23.2075,23.9166,26.9948,33.2963,29.928,32.2165,32.7483,34.5372,32.845,37.7282,10.2661,0.0806,0.4351,0.6124,0.7575,0.2417,33.9409,16.1002,15.6328,22.0149,19.4201,0.7091,18.4532,41.4833,18.711,17.1639,18.0341,0.1934,4.0774,4.8832,6.0597,10.8624,9.009,7.5908,9.6053,10.1855,13.7472,11.3459,9.5408,10.4434,8.6706,10.395,9.3475,11.8132,3.465
BK0401,Bushwick (West),58692,Highest,0.0,0.0,0.2215,0.7838,0.3408,0.4089,0.4771,0.3748,0.4089,0.4771,0.3578,0.3919,0.6986,0.8349,1.806,2.6579,0.9541,1.1586,1.5164,1.2438,0.3237,0.017,0.5623,1.4482,1.5675,1.4142,0.3067,0.5623,0.6474,0.443,1.0564,1.6186,2.5046,2.0446,2.9476,2.5387,1.7549,0.886,1.1416,0.8519,0.5793,0.4089,0.2045,0.0341,1.9935,1.3971,2.0786,2.675,3.595,5.7078,5.7759,5.6566,4.8899,3.6802,2.232,1.5334,1.2949,0.5623,0.8008,0.5452,0.1193,6.696,7.8375,14.9083,15.2661,12.7956,22.8651,22.1836,31.6397,35.7289,35.6267,26.4772,65.7671,52.2388,46.9059,43.1064,37.6883,3.2032,26.0853,28.1129,46.1562,51.2506,52.9885,57.1628,56.8221,67.1131,77.9493,63.8418,43.3449,54.6923,49.1038,48.0134,51.1824,44.4524,9.2687,6.696,6.3552,14.1927,20.5309,22.6266,20.7524,27.9254,27.721,27.9084,39.375,27.4995,34.2466,34.877,36.0867,39.9714,35.1326,10.3592,0.1533,0.0682,0.4089,0.3919,0.2045,31.7249,14.6528,12.6082,18.1285,15.1809,0.2556,14.1757,32.9517,12.6082,11.6881,12.2334,0.1533,2.8624,2.7942,5.5544,7.7523,8.945,7.5138,10.274,12.1822,14.0735,12.4037,8.928,10.5125,11.0918,11.0236,11.7733,10.717,3.4247
QN1304,Cambria Heights,19081,Lowest,0.0,0.0,0.0524,0.1572,0.1572,0.1048,0.1048,0.1048,0.0524,0.1048,0.0,0.1048,0.0,0.3669,0.262,0.5241,0.1048,1.2578,1.3626,1.4674,0.2096,0.0,0.4193,0.5241,1.3626,1.0482,0.3669,1.415,0.9958,1.4674,1.1006,0.5765,2.0439,1.7295,0.8385,1.1006,0.9958,0.7337,1.153,0.3144,0.2096,0.0524,0.1572,0.0,0.0,0.0,1.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0524,0.0524,0.0524,0.1048,0.4193,0.3144,0.0524,0.0,0.6289,0.3144,0.6813,0.8909,0.3669,0.5241,0.5765,0.5765,1.7295,0.8385,0.2096,2.0963,1.7819,1.415,1.7819,1.2054,0.5241,4.8216,2.2011,3.4065,4.4547,3.3017,4.0354,4.3499,6.7082,6.1318,5.4504,3.7734,4.9264,4.2451,5.9221,5.6077,4.5595,1.415,0.9433,0.5765,0.9433,1.5198,1.7295,0.9433,1.3102,2.0963,0.4717,1.6771,1.5198,2.4632,1.8343,2.2011,2.2536,2.4108,0.7861,0.1572,0.0524,0.1048,0.3669,0.1048,0.8909,0.8385,0.6813,4.0878,4.4023,0.3669,4.8216,8.5425,5.2932,5.7649,6.551,0.1048,0.0524,0.0524,0.0,0.1572,0.0524,0.0,0.0,0.3144,0.262,0.0,0.0,0.0,0.0,0.0,0.0524,0.1572,0.1572
BK1803,Canarsie,89932,Low,0.0,0.0111,0.0556,0.0556,0.1112,0.1001,0.0334,0.0445,0.089,0.0445,0.0334,0.0556,0.0445,0.2557,0.2557,0.2002,0.1112,1.8458,2.1572,1.9793,0.3558,0.0,0.6672,1.0452,1.0008,0.9674,0.2891,0.2446,0.2335,0.3558,0.3447,0.2224,0.1668,0.5115,0.6672,0.2557,0.3225,0.3669,0.1001,0.1223,0.1557,0.0334,0.0334,0.0111,0.7561,0.4559,0.2113,0.467,0.3113,0.3781,0.467,0.1446,0.2891,0.189,0.1557,0.1779,0.089,0.0667,0.0222,0.0111,0.0111,0.8673,0.8451,1.1453,1.679,1.7346,1.4678,2.1349,2.4352,4.37,4.5812,3.2247,8.562,8.9178,9.2292,6.7718,6.8163,0.7228,7.6169,8.3619,8.4286,9.2403,12.4316,8.9957,12.6985,12.9098,18.047,14.6778,11.4197,13.6325,15.8342,18.5362,14.3553,15.1893,3.6027,1.857,1.7458,3.6472,4.0253,4.3144,3.069,5.0149,5.2373,5.8933,5.7821,5.5264,5.6598,6.1269,7.4056,7.817,7.1387,2.5686,0.0778,0.0778,0.1001,0.089,0.3225,5.1595,3.2469,3.447,7.6502,7.072,0.8228,7.1943,14.9335,8.1172,7.8059,8.5398,0.2446,0.2113,0.1779,0.4114,0.3336,0.7116,0.5226,0.5337,0.8006,0.8451,0.9229,0.6783,0.7116,0.7561,0.745,0.7895,0.8784,0.4559
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,59166,Low,0.0,0.0,0.1859,0.5747,0.5239,0.7268,0.5747,0.6592,0.4732,0.4563,0.3549,0.5409,0.693,0.9634,1.6564,3.0254,0.9972,0.6423,0.8282,0.7775,0.1352,0.0,0.2366,0.6254,0.693,0.5916,0.1859,2.8902,3.1606,3.4479,3.786,3.9888,4.0226,4.3437,5.1888,5.3409,5.0367,3.8705,3.6,1.9099,1.2338,1.0141,0.3718,0.1352,2.062,2.3831,1.8592,2.8057,3.5155,4.8846,5.2057,4.6479,3.0761,3.1437,1.7916,1.8423,1.6902,0.693,0.338,0.3887,0.1014,1.4704,1.6564,2.2986,3.2282,2.2479,4.8677,4.0902,6.8282,8.2311,10.5635,11.1889,53.1048,49.2682,47.409,39.8033,35.4765,1.5888,4.817,5.3409,8.1297,9.3635,10.0734,10.6649,9.5832,9.7015,12.7607,13.2171,15.465,16.9185,13.6396,18.9129,21.0425,18.0171,4.6648,1.031,0.9634,4.8001,4.5296,3.7353,4.0902,3.8536,3.8198,4.9015,7.1156,9.9381,10.8339,10.9691,13.7748,15.3298,13.5551,5.1212,0.0,0.0169,0.1352,0.169,0.0338,44.6202,20.1467,18.3889,23.3411,20.7383,0.0507,20.4509,49.8259,24.4904,19.3354,20.6538,0.0338,0.3887,0.4901,1.9437,2.0282,1.5211,1.4704,1.7916,1.5211,2.6197,2.7381,3.7015,3.431,3.8367,4.0733,4.5296,4.7663,1.5549
BX0903,Castle Hill-Unionport,41420,Highest,0.0,0.0,0.1207,0.2173,0.2414,0.2173,0.1207,0.1207,0.1207,0.0724,0.0483,0.0241,0.1207,0.1449,0.4104,0.3863,0.2414,3.3317,3.1627,2.028,0.507,0.0241,0.4346,1.4727,1.5451,1.9797,0.4346,0.4587,0.169,0.3139,0.6519,0.2897,0.3621,0.2656,0.2897,0.4104,0.4104,0.2897,0.2414,0.2414,0.169,0.1449,0.0724,0.0,1.5451,0.9899,0.8209,0.8209,0.2656,0.2173,0.6036,1.2313,0.9416,1.1347,0.7967,0.5794,0.3863,0.2173,0.2173,0.0483,0.0,2.1729,6.7117,12.9406,8.5466,8.3535,14.2926,9.1743,13.7856,12.9889,15.4273,10.0676,24.5292,24.8431,25.5191,26.1226,22.6702,4.2733,9.7537,16.055,45.4611,30.6374,24.6016,35.3935,31.8445,34.0415,31.1927,30.4684,19.2661,32.0377,36.0937,44.7851,51.7383,45.5336,10.0435,2.1487,2.6557,10.3815,7.8947,9.3675,13.013,10.2125,11.2265,10.3573,16.1758,15.9343,20.5456,25.1086,32.9068,38.677,43.0227,8.4259,0.1207,0.1207,0.0241,0.169,0.1931,11.154,5.7943,5.2873,7.5809,6.7117,0.507,7.2912,15.717,8.3535,7.1463,8.112,0.0724,1.0381,1.5693,4.1526,3.8387,3.7904,4.7079,3.4042,4.3457,3.549,3.9353,4.563,4.8286,4.4182,5.9874,7.0739,9.126,2.1004
MN0401,Chelsea-Hudson Yards,69741,Lowest,0.0,0.0,0.1434,0.5592,0.3728,0.6022,0.4875,0.6739,0.6739,0.932,0.5019,0.6883,0.4158,1.0037,2.4519,5.5921,1.6346,1.2045,1.2475,0.9894,0.2438,0.0287,0.4302,1.1184,1.4912,1.3909,0.3011,1.1328,0.975,1.1184,1.3048,1.1614,1.3909,1.2618,1.2762,1.4339,1.4912,0.932,0.8603,0.6739,0.6022,0.3441,0.3298,0.1004,0.8173,0.4732,0.7026,1.2762,1.4195,1.821,1.6203,1.6059,1.5916,1.3622,1.3478,0.8747,0.5736,0.129,0.1721,0.1577,0.0143,1.8497,2.3229,2.0935,2.8104,2.5093,6.137,6.2947,9.9224,11.6001,8.5602,6.4668,16.2745,14.009,12.4174,10.5963,9.4636,1.1614,5.5204,6.3808,6.8969,11.6574,10.1232,9.9798,12.1736,14.2241,16.5326,16.4609,9.0621,11.4567,8.5172,12.8619,11.4997,10.1375,3.2979,0.7169,0.9607,1.7923,5.1189,3.5847,5.9506,6.4668,7.2267,6.0366,7.8863,5.6065,7.7143,8.4455,11.7291,12.188,8.1014,3.4843,0.0,0.0,0.0717,0.2438,0.0287,9.5066,5.6495,3.3409,4.8178,3.8858,0.0143,3.2692,9.5066,4.3446,3.2119,3.5704,0.043,0.7169,0.7886,1.2045,2.6383,2.3229,3.2549,4.2873,4.1152,3.1259,3.0255,1.7923,2.9251,2.0648,3.3839,3.0398,2.3802,1.0324
MN0301,Chinatown-Two Bridges,42556,Highest,0.0,0.0235,0.188,0.6345,0.282,0.3055,0.2115,0.4935,0.4935,0.752,0.2585,0.3055,0.4935,0.5405,1.6684,2.2089,1.1279,0.7754,0.8929,0.7754,0.1645,0.0,0.2585,0.6345,0.9164,1.0339,0.3055,0.8694,0.282,0.47,0.3055,0.235,0.611,0.4935,0.564,0.5875,0.2585,0.3995,0.2585,0.376,0.376,0.188,0.3055,0.0,0.2585,0.2115,0.1175,0.4935,0.4935,0.5405,0.376,0.47,0.47,0.3525,0.3055,0.235,0.282,0.1175,0.047,0.047,0.0,2.3028,3.1488,2.2793,3.2898,2.6083,8.248,8.4829,14.1931,16.7309,10.9268,5.9216,20.2087,18.5638,13.8876,12.1487,10.6683,1.7624,5.6866,7.0495,9.9163,10.0808,9.4229,21.971,14.2401,19.2217,24.3209,16.4489,8.8119,14.2636,10.2923,14.0991,14.4515,11.1148,3.9947,1.9504,2.2089,4.5587,6.979,5.0992,12.3367,7.7545,10.7388,13.6761,13.1591,6.7206,9.7049,9.2584,16.9424,14.1461,11.5847,4.0887,0.0235,0.0,0.0,0.094,0.047,9.7754,6.3916,3.4308,4.3002,5.0757,0.0,3.4073,11.2088,6.0861,3.0783,3.3368,0.1645,1.2454,0.9869,1.9974,3.2663,2.1149,5.7571,5.6161,5.0052,7.496,4.9817,3.1253,4.1357,2.7023,4.7467,5.2402,4.1827,1.3394
BX0302,Claremont Village-Claremont (East),24553,Intermediate,0.0,0.0,0.0407,0.1222,0.0815,0.0407,0.0815,0.1629,0.2444,0.0815,0.0815,0.0815,0.1222,0.3258,0.1222,0.2851,0.1222,4.0321,3.9506,3.5434,0.7331,0.0,0.0815,1.0997,2.0364,2.8102,0.5702,0.0,0.0,0.0,0.1222,0.0815,0.0407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3258,0.8146,0.448,0.1222,0.0,0.0,1.1404,0.896,0.5702,0.3666,0.4073,0.4887,0.2444,0.3258,0.0815,0.0815,0.0,2.8917,4.7245,8.4715,12.4628,11.9741,14.8658,13.2774,13.3996,13.8883,15.1102,8.838,20.4863,18.735,19.7532,29.0392,29.2021,8.0642,8.5937,11.2003,18.7757,32.2975,32.0938,42.7239,43.4163,39.0584,39.5878,32.4197,21.2194,33.5193,38.2031,42.6424,75.9174,85.4478,25.0071,0.9775,2.6066,5.6205,14.4992,12.9516,12.0963,11.3632,13.1552,9.2453,19.6717,14.7843,21.6267,26.3919,43.2941,58.8116,67.731,21.8303,0.0,0.0,0.0,0.2851,0.0407,3.0139,1.5884,1.344,1.5477,1.0589,0.0,1.4662,3.0139,1.5884,1.2218,1.2626,0.3666,0.896,1.5477,3.0139,5.539,5.9056,6.9645,5.539,4.195,3.5434,4.2357,2.5659,4.195,4.7245,9.5711,11.9334,15.1916,7.0867
